algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Pure Alpha-Beta,pos_1,opening,8,21999764,5000.92,4399952,0.25,d4c5,97,6.79,0
Full Alpha-Beta,pos_1,opening,18,12026071,5000.36,2405214,0.19,d4c5,95,2.26,0
MTD(f),pos_1,opening,8,13512774,5001.25,2702014,0.24,d4c5,97,8.47,0
NegaScout,pos_1,opening,8,21442678,5000.87,4288535,0.02,d4c5,97,6.40,0
MCTS,pos_1,opening,20,7134782,22056.10,323484,1005.60,e4d5,66,0.90,0
Classic MCTS,pos_1,opening,16,166993,5022.51,33252,1017.04,e4e5,7,0.98,2
Pure Alpha-Beta,pos_2,opening,8,24187018,5000.26,4837403,0.01,h6g7,98,6.78,0
Full Alpha-Beta,pos_2,opening,20,13770929,5000.82,2754185,0.03,h6g7,58,2.23,0
MTD(f),pos_2,opening,8,13344864,5001.38,2668439,0.13,h6g7,98,10.62,0
NegaScout,pos_2,opening,8,24531042,5000.27,4906208,0.01,h6g7,98,6.43,0
MCTS,pos_2,opening,20,6271220,5441.55,1152585,1002.66,h6g7,41,0.92,0
Classic MCTS,pos_2,opening,16,168375,6470.44,26023,1041.47,f3f4,9,1.05,3
Pure Alpha-Beta,pos_3,opening,6,20971599,5000.57,4194319,0.03,a2a4,95,17.27,4
Full Alpha-Beta,pos_3,opening,17,14241904,5001.07,2847811,0.04,a2a4,74,3.06,4
MTD(f),pos_3,opening,8,13959258,5001.13,2791293,0.90,a2a4,90,8.93,4
NegaScout,pos_3,opening,7,18370675,5002.13,3672665,0.05,a2a4,75,11.79,4
MCTS,pos_3,opening,21,8320017,7727.36,1076746,1001.98,e2e3,43,1.10,2
Classic MCTS,pos_3,opening,16,169653,5033.02,33708,1010.73,d3b5,3,1.04,1
Pure Alpha-Beta,pos_4,opening,7,20242577,5000.08,4048515,0.03,f1e2,15,13.46,1
Full Alpha-Beta,pos_4,opening,16,13295876,5001.45,2658643,0.03,f1d3,24,2.62,0
MTD(f),pos_4,opening,8,15306827,5001.50,3060753,0.10,f1d3,25,16.30,2
NegaScout,pos_4,opening,7,21315700,5000.56,4263140,0.03,f1e2,15,10.87,1
MCTS,pos_4,opening,20,8837340,6004.87,1471908,1002.89,e3g5,-9,1.12,0
Classic MCTS,pos_4,opening,16,152910,5072.69,30147,1040.52,h2h3,3,0.97,0
Pure Alpha-Beta,pos_5,opening,6,20525148,5000.21,4105029,0.07,c2c4,65,12.88,1
Full Alpha-Beta,pos_5,opening,16,13942832,5000.21,2788566,0.04,c2c4,45,4.34,3
MTD(f),pos_5,opening,6,12832857,5000.74,2566571,0.24,c2c4,65,34.16,1
NegaScout,pos_5,opening,7,20701304,5000.87,4140260,0.08,c2c4,20,10.38,1
MCTS,pos_5,opening,20,8890517,5712.56,1556463,1001.59,b1c3,55,1.14,0
Classic MCTS,pos_5,opening,16,160719,5009.19,32086,1030.37,g5f6,7,1.00,1
Pure Alpha-Beta,pos_6,opening,7,19124313,5000.77,3824862,0.02,e1g1,20,10.02,3
Full Alpha-Beta,pos_6,opening,16,12816554,5000.11,2563310,0.03,e1g1,31,2.76,4
MTD(f),pos_6,opening,7,12148922,5000.23,2429784,0.20,e1g1,20,25.17,4
NegaScout,pos_6,opening,7,21221529,5001.01,4243457,0.02,e1g1,20,9.32,3
MCTS,pos_6,opening,20,8522982,5571.74,1529883,1004.29,f3e5,39,1.13,0
Classic MCTS,pos_6,opening,16,156268,5011.43,31184,1033.98,e1c1,8,0.99,3
Pure Alpha-Beta,pos_7,opening,7,19554452,5001.08,3910108,0.07,d4d5,-20,16.33,1
Full Alpha-Beta,pos_7,opening,15,12853381,5000.67,2570676,0.21,g2g4,-40,3.12,2
MTD(f),pos_7,opening,8,14430315,5001.14,2885485,0.50,d4d5,10,15.94,1
NegaScout,pos_7,opening,8,22970541,5000.90,4594108,0.14,d4d5,10,7.76,1
MCTS,pos_7,opening,20,9360767,5588.69,1675155,1001.78,d4d5,-20,1.06,0
Classic MCTS,pos_7,opening,16,167016,5057.48,33026,1009.90,c1g5,2,1.02,3
Pure Alpha-Beta,pos_8,opening,6,21602435,5000.70,4320487,0.02,f1d3,25,13.52,1
Full Alpha-Beta,pos_8,opening,16,12996816,5001.25,2598843,0.05,g1f3,30,2.39,0
MTD(f),pos_8,opening,7,13168757,5000.20,2633751,0.08,g1f3,5,10.08,2
NegaScout,pos_8,opening,6,23158875,5000.17,4631775,0.03,f1d3,25,11.35,1
MCTS,pos_8,opening,20,9757198,5692.71,1714195,1006.29,f1b5,8,1.15,0
Classic MCTS,pos_8,opening,16,158156,5012.54,31555,1007.51,c3b1,6,1.03,1
Pure Alpha-Beta,pos_9,opening,8,22024377,5000.83,4404875,0.07,d5e3,5,6.91,0
Full Alpha-Beta,pos_9,opening,15,12202246,5001.43,2439961,0.09,d5e3,0,2.66,0
MTD(f),pos_9,opening,7,13791318,5000.50,2758263,0.11,d5e3,-25,24.65,0
NegaScout,pos_9,opening,8,26013879,5000.95,5202775,0.05,d5e3,5,6.43,0
MCTS,pos_9,opening,20,8835295,5520.28,1600596,1002.08,d5e3,-64,1.12,0
Classic MCTS,pos_9,opening,16,208609,5012.21,41621,1021.46,e1d2,5,1.03,0
Pure Alpha-Beta,pos_10,opening,8,25227378,5000.59,5045475,0.06,d3e4,-80,5.75,1
Full Alpha-Beta,pos_10,opening,18,13435120,5000.42,2687024,0.34,d3e4,-7,2.18,1
MTD(f),pos_10,opening,8,17313909,5000.74,3462781,0.71,d3e4,-80,6.35,1
NegaScout,pos_10,opening,8,27848798,5000.12,5569759,0.43,d3e4,-80,5.70,1
MCTS,pos_10,opening,20,8999384,5672.25,1586633,1004.13,d3e4,-50,1.03,0
Classic MCTS,pos_10,opening,16,159465,5011.56,31822,1028.58,c3e4,1,1.01,4
Pure Alpha-Beta,pos_11,opening,8,23085256,5000.82,4617051,0.14,f1e2,-26,6.83,4
Full Alpha-Beta,pos_11,opening,16,13516948,5000.69,2703389,0.18,f1e2,-53,3.96,6
MTD(f),pos_11,opening,8,15917190,5000.33,3183438,0.64,f1e2,-26,13.90,4
NegaScout,pos_11,opening,8,24961167,5000.51,4992233,0.11,f1e2,-26,4.98,4
MCTS,pos_11,opening,21,8087884,5809.38,1392302,1000.87,e1e2,-60,1.17,2
Classic MCTS,pos_11,opening,16,170487,5008.28,34042,1034.31,c3b5,4,1.02,2
Pure Alpha-Beta,pos_12,opening,6,21893193,5000.98,4378638,0.02,a2a4,65,14.81,1
Full Alpha-Beta,pos_12,opening,16,13934699,5000.62,2786939,0.02,b1d2,60,4.78,0
MTD(f),pos_12,opening,8,15274045,5000.50,3054809,0.37,g2g4,80,13.87,2
NegaScout,pos_12,opening,7,22556800,5000.47,4511360,0.03,g2g4,65,11.61,2
MCTS,pos_12,opening,20,7858636,5688.25,1381616,1000.34,b1d2,33,1.00,0
Classic MCTS,pos_12,opening,16,151931,5008.78,30337,1003.71,e3g5,5,1.04,2
Pure Alpha-Beta,pos_13,opening,8,22167695,5000.84,4433539,0.02,d1d3,-10,9.33,0
Full Alpha-Beta,pos_13,opening,18,12513840,5000.37,2502768,0.02,d1d3,0,3.02,0
MTD(f),pos_13,opening,8,14987376,5000.69,2997475,0.16,d1d3,-10,9.94,0
NegaScout,pos_13,opening,8,25002121,5000.21,5000424,0.01,d1d3,-10,7.43,0
MCTS,pos_13,opening,20,8025884,5666.57,1416499,1002.14,d1d3,-32,0.97,0
Classic MCTS,pos_13,opening,16,169383,5008.74,33822,1021.95,d1d3,0,1.02,2
Pure Alpha-Beta,pos_14,opening,7,20512884,5000.51,4102576,0.02,d1a4,105,8.85,2
Full Alpha-Beta,pos_14,opening,17,13680848,5001.52,2735622,0.03,d1a4,112,3.10,2
MTD(f),pos_14,opening,8,13045852,5000.36,2609170,0.19,d1a4,120,9.77,2
NegaScout,pos_14,opening,8,23978063,5000.13,4795612,0.03,d1a4,120,7.66,2
MCTS,pos_14,opening,20,8136780,5542.81,1468202,1001.51,c1g5,57,1.02,0
Classic MCTS,pos_14,opening,16,159175,5008.50,31784,1012.09,d1d8,11,0.99,2
Pure Alpha-Beta,pos_15,opening,7,21414017,5000.26,4282803,0.03,e1g1,35,9.99,2
Full Alpha-Beta,pos_15,opening,17,15106122,5000.05,3021224,0.04,e1g1,27,2.40,2
MTD(f),pos_15,opening,8,13926469,5000.98,2785293,0.40,e1g1,40,4.71,2
NegaScout,pos_15,opening,7,22589506,5000.51,4517901,0.04,e1g1,35,8.33,2
MCTS,pos_15,opening,20,11314069,5458.78,2072933,1002.30,e1g1,2,1.13,0
Classic MCTS,pos_15,opening,16,167151,5008.26,33376,1024.30,f3e5,8,1.03,2
Pure Alpha-Beta,pos_16,opening,7,18264179,5000.10,3652835,0.05,d2d3,0,11.37,4
Full Alpha-Beta,pos_16,opening,19,13857317,5001.00,2771463,0.10,c3c4,20,2.29,4
MTD(f),pos_16,opening,8,13824087,5000.20,2764817,0.19,d2d3,20,6.17,4
NegaScout,pos_16,opening,7,15659068,5001.17,3131187,0.09,d2d3,0,10.67,4
MCTS,pos_16,opening,20,9233680,5567.43,1658645,1003.79,d2d3,22,1.02,0
Classic MCTS,pos_16,opening,16,182305,5008.00,36402,1044.46,f3e5,1,1.05,1
Pure Alpha-Beta,pos_17,opening,6,18419861,5000.44,3683972,0.07,f1c4,90,14.13,2
Full Alpha-Beta,pos_17,opening,15,13668456,5000.43,2733691,0.07,f1b5,73,2.77,6
MTD(f),pos_17,opening,8,18714691,5000.90,3742938,0.97,f1c4,90,13.88,4
NegaScout,pos_17,opening,6,19914916,5000.42,3982983,0.06,f1c4,90,11.41,2
MCTS,pos_17,opening,20,7393844,5621.39,1315396,1001.30,f1d3,73,1.12,1
Classic MCTS,pos_17,opening,16,154930,5006.96,30948,1046.20,f4e5,7,1.00,3
Pure Alpha-Beta,pos_18,opening,6,19124246,5000.58,3824849,0.03,d1b3,100,12.63,3
Full Alpha-Beta,pos_18,opening,16,14504184,5000.48,2900836,0.05,e1g1,70,2.45,0
MTD(f),pos_18,opening,7,11243693,5000.92,2248738,0.56,g5e3,75,14.69,4
NegaScout,pos_18,opening,7,21901475,5000.39,4380295,0.03,g5e3,75,10.58,4
MCTS,pos_18,opening,20,8460686,5629.17,1503053,1002.86,e1g1,85,0.99,0
Classic MCTS,pos_18,opening,16,157170,5007.61,31390,1041.51,e1f1,9,1.00,2
Pure Alpha-Beta,pos_19,opening,7,25354338,5000.41,5070867,0.07,c4d3,75,7.19,2
Full Alpha-Beta,pos_19,opening,15,13598822,5000.75,2719764,0.10,c4d3,64,2.48,4
MTD(f),pos_19,opening,8,17809456,5000.38,3561891,0.67,c4d3,80,18.77,2
NegaScout,pos_19,opening,7,27836496,5000.43,5567299,0.09,c4d3,75,7.63,2
MCTS,pos_19,opening,20,8724746,5509.45,1583725,1004.53,c4d3,79,1.16,0
Classic MCTS,pos_19,opening,16,153830,5010.05,30704,1033.31,a2a4,5,0.98,3
Pure Alpha-Beta,pos_20,opening,8,26308659,5000.30,5261731,0.02,h3g4,175,6.63,0
Full Alpha-Beta,pos_20,opening,19,13398257,5001.25,2679115,0.03,h3g4,122,2.51,0
MTD(f),pos_20,opening,8,14282826,5001.29,2855994,0.96,h3g4,175,7.85,0
NegaScout,pos_20,opening,9,27693226,5000.05,5538645,0.02,h3g4,132,6.05,0
MCTS,pos_20,opening,20,10864748,5338.58,2035359,1001.71,h3g4,128,1.18,0
Classic MCTS,pos_20,opening,16,162005,5005.10,32368,1012.34,h3g4,4,1.02,2
Pure Alpha-Beta,pos_21,opening,8,24084636,5000.54,4816927,0.01,b1d2,-26,7.69,2
Full Alpha-Beta,pos_21,opening,17,13377723,5000.52,2675544,0.02,b1d2,-41,2.25,0
MTD(f),pos_21,opening,8,13307994,5000.47,2661598,0.11,e1g1,-26,5.41,1
NegaScout,pos_21,opening,8,27447407,5000.27,5489481,0.01,b1d2,-26,7.09,2
MCTS,pos_21,opening,20,8129942,5531.87,1469886,1001.53,e1g1,-46,1.42,0
Classic MCTS,pos_21,opening,16,193395,5014.20,38571,1016.85,a2a3,5,1.06,1
Pure Alpha-Beta,pos_22,opening,7,17051833,5000.32,3410366,0.25,d4d5,38,7.51,4
Full Alpha-Beta,pos_22,opening,15,12607598,5001.19,2521015,0.15,d4d5,45,2.24,8
MTD(f),pos_22,opening,6,15458382,5000.94,3091676,0.38,d4d5,53,15.71,4
NegaScout,pos_22,opening,7,21094513,5000.11,4218902,0.27,d4d5,38,6.18,4
MCTS,pos_22,opening,20,7303782,5573.36,1310565,1001.93,d4d5,34,1.34,1
Classic MCTS,pos_22,opening,16,163830,5012.62,32687,1028.85,f3f6,22,1.00,2
Pure Alpha-Beta,pos_23,opening,7,20140215,5000.81,4028043,0.03,e1g1,39,13.68,0
Full Alpha-Beta,pos_23,opening,16,13570223,5001.25,2713501,0.05,c3e4,28,3.30,1
MTD(f),pos_23,opening,8,17883191,5001.54,3575923,0.68,c3e4,36,6.48,1
NegaScout,pos_23,opening,7,22409299,5000.36,4481859,0.04,e1g1,39,8.75,0
MCTS,pos_23,opening,20,9217543,5589.23,1649229,1002.54,g3g4,50,1.39,0
Classic MCTS,pos_23,opening,16,153370,5013.30,30594,1010.15,f4h6,6,1.01,4
Pure Alpha-Beta,pos_24,opening,8,24510549,5000.81,4902109,0.25,f1a6,89,7.87,2
Full Alpha-Beta,pos_24,opening,14,13435071,5000.24,2687014,0.49,f1a6,70,2.66,4
MTD(f),pos_24,opening,8,15745124,5000.81,3149024,1.73,f1a6,89,6.33,2
NegaScout,pos_24,opening,8,25796639,5000.72,5159327,0.27,f1a6,89,5.64,2
MCTS,pos_24,opening,20,7831537,5647.58,1386849,1000.84,f1a6,59,1.38,1
Classic MCTS,pos_24,opening,16,153396,5012.40,30605,1000.25,f3g5,6,1.01,2
Pure Alpha-Beta,pos_25,opening,8,24088682,5000.62,4817736,0.29,e2c3,-5,5.89,4
Full Alpha-Beta,pos_25,opening,15,13000994,5000.04,2600198,0.23,e4f6,5,2.05,4
MTD(f),pos_25,opening,8,18280517,5000.28,3656103,0.22,e2c3,-5,10.57,4
NegaScout,pos_25,opening,8,25989291,5000.22,5197858,0.19,e2c3,-5,5.69,4
MCTS,pos_25,opening,20,7748480,5504.38,1407790,1002.51,g5f6,-4,1.45,1
Classic MCTS,pos_25,opening,16,159220,5007.79,31799,1032.28,h2h3,9,0.99,0
Pure Alpha-Beta,pos_26,opening,7,21504064,5001.03,4299952,0.14,c4e2,-30,7.61,4
Full Alpha-Beta,pos_26,opening,16,12923018,5001.36,2584086,0.15,c4d3,-23,2.43,6
MTD(f),pos_26,opening,8,21356611,5000.96,4271322,1.16,c4b5,-31,7.64,5
NegaScout,pos_26,opening,8,25362579,5000.17,5072515,0.12,d4e5,-31,6.50,5
MCTS,pos_26,opening,20,7380139,5729.13,1288207,1002.89,c4e2,-9,1.25,0
Classic MCTS,pos_26,opening,16,157553,5008.68,31460,1014.73,c4f1,5,1.00,4
Pure Alpha-Beta,pos_27,opening,6,19099766,5000.77,3819953,0.02,e3e4,120,35.31,2
Full Alpha-Beta,pos_27,opening,13,14909585,5000.11,2981917,0.03,d1b3,85,5.19,4
MTD(f),pos_27,opening,8,16171128,5001.46,3233578,0.44,e3e4,111,17.64,2
NegaScout,pos_27,opening,6,20160591,5000.78,4032118,0.03,e3e4,120,20.29,2
MCTS,pos_27,opening,20,8505491,5603.78,1518024,1000.09,e3e4,95,1.16,0
Classic MCTS,pos_27,opening,16,159714,5007.94,31898,1024.19,g5f6,4,1.01,3
Pure Alpha-Beta,pos_28,opening,7,21565533,5000.06,4313106,0.04,d1b3,60,10.48,1
Full Alpha-Beta,pos_28,opening,15,13213825,5000.95,2642765,0.04,e1g1,55,2.89,0
MTD(f),pos_28,opening,8,13824060,5000.40,2764812,0.60,d1d3,62,5.24,2
NegaScout,pos_28,opening,7,22114353,5000.87,4422870,0.07,d1b3,60,8.07,1
MCTS,pos_28,opening,20,9141002,5563.62,1643178,1002.35,d1a4,65,1.27,0
Classic MCTS,pos_28,opening,16,180439,5011.64,36008,1017.71,b5c6,11,1.04,3
Pure Alpha-Beta,pos_29,opening,7,21766193,5000.10,4353238,0.11,b5d3,24,8.18,4
Full Alpha-Beta,pos_29,opening,16,13615305,5001.12,2722516,0.21,b5c4,25,1.95,5
MTD(f),pos_29,opening,8,14680136,5002.16,2934853,0.52,b5c4,26,9.47,5
NegaScout,pos_29,opening,7,19103822,5001.28,3820000,0.11,b5d3,24,8.53,4
MCTS,pos_29,opening,20,8736116,5547.03,1574926,1003.24,b5a4,9,1.20,1
Classic MCTS,pos_29,opening,16,155923,5009.87,31128,1026.30,h2h3,6,0.96,4
Pure Alpha-Beta,pos_30,opening,7,20508812,5000.49,4101762,0.14,c1f4,-20,7.11,0
Full Alpha-Beta,pos_30,opening,16,12808389,5000.32,2561677,0.09,f1b5,-2,3.05,2
MTD(f),pos_30,opening,8,16261242,5001.33,3251598,0.09,f1b5,-3,12.58,1
NegaScout,pos_30,opening,7,22565004,5000.59,4513000,0.17,c1f4,-20,6.42,0
MCTS,pos_30,opening,20,8263872,5536.40,1492751,1003.84,f1b5,-8,1.14,0
Classic MCTS,pos_30,opening,16,159678,5010.11,31871,1025.84,d1a4,10,1.01,3
Pure Alpha-Beta,pos_31,opening,7,27947092,5000.04,5589418,0.03,g1h3,10,10.78,2
Full Alpha-Beta,pos_31,opening,17,13742328,5000.22,2748465,0.08,g1h3,25,2.53,3
MTD(f),pos_31,opening,7,12411014,5000.10,2482202,0.55,g1h3,10,9.67,2
NegaScout,pos_31,opening,7,26759293,5000.57,5351858,0.04,g1h3,10,9.56,2
MCTS,pos_31,opening,20,8208824,5585.27,1469798,1005.75,d3g3,65,1.32,0
Classic MCTS,pos_31,opening,16,161422,5010.35,32219,1048.61,g1e2,3,1.00,4
Pure Alpha-Beta,pos_32,opening,8,24612996,5000.52,4922599,0.09,d4d5,20,10.85,3
Full Alpha-Beta,pos_32,opening,18,14659938,5000.40,2931987,0.11,d4d5,15,2.60,1
MTD(f),pos_32,opening,8,14909514,5000.43,2981902,0.06,d4d5,20,7.19,1
NegaScout,pos_32,opening,8,24297587,5000.88,4859517,0.15,d4d5,20,7.77,3
MCTS,pos_32,opening,20,10397516,5570.25,1866699,1003.91,d4d5,-11,1.15,0
Classic MCTS,pos_32,opening,16,156156,5009.99,31175,1030.27,c3a2,8,1.00,2
Pure Alpha-Beta,pos_33,opening,6,22536247,5000.61,4507249,0.03,d1d3,120,14.46,0
Full Alpha-Beta,pos_33,opening,14,14721171,5000.04,2944234,0.02,f3d2,71,3.75,7
MTD(f),pos_33,opening,7,15327298,5000.16,3065459,0.48,d1d3,90,24.20,0
NegaScout,pos_33,opening,7,23027833,5000.69,4605566,0.04,d1d3,90,10.72,0
MCTS,pos_33,opening,20,6159428,5689.60,1082690,1001.29,c3e2,74,1.10,1
Classic MCTS,pos_33,opening,16,155707,5009.05,31085,1042.82,b2b3,4,0.97,2
Pure Alpha-Beta,pos_34,opening,7,19513462,5000.49,3902692,0.03,a1b1,71,9.91,3
Full Alpha-Beta,pos_34,opening,16,14434446,5000.26,2886889,0.05,a1b1,80,2.74,3
MTD(f),pos_34,opening,8,12902491,5001.14,2579982,0.66,d1b1,83,6.88,4
NegaScout,pos_34,opening,7,21196898,5000.40,4239379,0.05,a1b1,71,8.69,3
MCTS,pos_34,opening,20,9366744,5560.58,1684666,1000.33,e1g1,55,1.22,0
Classic MCTS,pos_34,opening,16,180674,5012.16,36048,1021.13,f3e5,10,1.05,1
Pure Alpha-Beta,pos_35,opening,8,24211522,5000.41,4842304,0.05,f1a6,73,5.86,4
Full Alpha-Beta,pos_35,opening,18,14266595,5000.88,2853319,0.07,f1a6,60,2.66,3
MTD(f),pos_35,opening,8,14549090,5000.32,2909818,0.33,f1a6,73,11.30,4
NegaScout,pos_35,opening,9,25227400,5000.52,5045480,0.04,f1a6,44,5.12,4
MCTS,pos_35,opening,20,8807393,5652.70,1558279,1002.53,f1a6,58,1.16,1
Classic MCTS,pos_35,opening,16,182904,5012.40,36493,1038.66,c1h6,7,1.03,2
Pure Alpha-Beta,pos_36,opening,8,26792092,5000.13,5358418,0.01,b1c3,25,8.87,0
Full Alpha-Beta,pos_36,opening,18,14250150,5000.16,2850030,0.01,b1c3,30,2.58,0
MTD(f),pos_36,opening,8,14237739,5000.08,2847547,0.08,b1c3,25,12.52,0
NegaScout,pos_36,opening,8,30609527,5000.30,6121905,0.01,b1c3,25,7.97,0
MCTS,pos_36,opening,20,8397129,5585.90,1503514,1000.86,e2e3,15,1.28,1
Classic MCTS,pos_36,opening,16,172526,5008.17,34450,1024.44,d4d5,6,1.04,3
Pure Alpha-Beta,pos_37,opening,8,24969392,5000.60,4993878,0.03,c3d4,-60,7.32,2
Full Alpha-Beta,pos_37,opening,16,12505243,5000.94,2501048,0.03,c3d4,-65,2.60,2
MTD(f),pos_37,opening,8,22270057,5000.79,4454011,1.26,c3d4,-60,11.55,2
NegaScout,pos_37,opening,8,25493582,5000.46,5098716,0.03,c3d4,-60,6.89,2
MCTS,pos_37,opening,20,6949578,5813.72,1195523,1000.71,c3d4,-55,1.33,1
Classic MCTS,pos_37,opening,16,178892,5012.74,35692,1043.61,f3d4,1,1.05,0
Pure Alpha-Beta,pos_38,opening,7,22122751,5000.29,4424550,0.02,e1g1,35,12.02,2
Full Alpha-Beta,pos_38,opening,18,13496675,5001.01,2698795,0.06,c2c4,37,2.40,1
MTD(f),pos_38,opening,8,15892556,5001.22,3177875,0.10,e1g1,45,16.01,2
NegaScout,pos_38,opening,7,23396449,5000.39,4679289,0.02,e1g1,35,11.16,2
MCTS,pos_38,opening,20,7080983,5669.34,1249070,1000.79,c2c4,-3,1.11,1
Classic MCTS,pos_38,opening,16,155729,5006.99,31108,1039.72,f3g5,5,0.99,2
Pure Alpha-Beta,pos_39,opening,8,21311621,5000.14,4262324,0.01,f1c4,55,7.41,0
Full Alpha-Beta,pos_39,opening,17,13517021,5001.26,2702863,0.02,f1c4,42,2.68,0
MTD(f),pos_39,opening,8,13877292,5000.31,2775458,0.40,f1c4,55,6.02,0
NegaScout,pos_39,opening,8,24248452,5000.05,4849690,0.01,f1c4,55,6.65,0
MCTS,pos_39,opening,20,8232361,5497.43,1497609,1001.38,f1c4,21,1.12,0
Classic MCTS,pos_39,opening,16,169794,5012.63,33877,1012.71,d2e2,2,1.02,3
Pure Alpha-Beta,pos_40,opening,7,21274766,5000.18,4254953,0.06,d1a4,110,8.39,2
Full Alpha-Beta,pos_40,opening,15,14160153,5001.25,2831464,0.03,e1g1,80,3.71,2
MTD(f),pos_40,opening,8,19476541,5001.06,3894529,0.55,e1g1,110,19.72,0
NegaScout,pos_40,opening,8,23871682,5000.53,4774336,0.04,c1e3,110,8.62,3
MCTS,pos_40,opening,20,6943914,5618.00,1236231,1001.78,e1g1,58,1.12,0
Classic MCTS,pos_40,opening,16,161141,5009.32,32170,1034.91,e1f1,5,1.01,2
Pure Alpha-Beta,pos_41,opening,8,23883884,5000.91,4776776,0.23,d4d5,75,4.90,1
Full Alpha-Beta,pos_41,opening,16,13041772,5000.03,2608354,0.22,d4d5,45,2.29,1
MTD(f),pos_41,opening,8,15622185,5001.69,3123812,2.78,d4d5,75,7.00,1
NegaScout,pos_41,opening,8,29831294,5000.98,5966258,0.24,d4d5,75,4.64,1
MCTS,pos_41,opening,20,9656284,5479.21,1762417,1000.60,b1d2,47,1.21,0
Classic MCTS,pos_41,opening,16,157179,5009.91,31379,1033.07,f3f4,4,1.03,0
Pure Alpha-Beta,pos_42,opening,7,20664414,5000.30,4132882,0.14,c1d2,100,8.19,3
Full Alpha-Beta,pos_42,opening,14,13443242,5000.33,2688648,0.64,d1d3,80,2.09,5
MTD(f),pos_42,opening,8,13660188,5001.00,2731491,3.73,c1d2,105,7.40,3
NegaScout,pos_42,opening,7,21876847,5000.68,4375369,0.24,c1d2,100,6.76,3
MCTS,pos_42,opening,20,8160046,5618.64,1452482,1004.07,g2g4,34,1.21,0
Classic MCTS,pos_42,opening,16,155128,5005.67,30994,1022.04,e2b5,5,1.00,1
Pure Alpha-Beta,pos_43,opening,7,24416358,5000.75,4883271,0.01,d1d3,35,11.55,3
Full Alpha-Beta,pos_43,opening,15,13115546,5001.13,2622584,0.01,c1f4,38,3.54,8
MTD(f),pos_43,opening,8,12570696,5001.41,2513636,0.11,c2c4,49,11.95,2
NegaScout,pos_43,opening,7,23900290,5000.20,4780058,0.01,d1d3,35,10.11,3
MCTS,pos_43,opening,21,6318750,5747.81,1099486,1000.41,d1d3,45,1.19,1
Classic MCTS,pos_43,opening,16,187912,5009.50,37514,1003.94,c1e3,1,1.07,3
Pure Alpha-Beta,pos_44,opening,7,19181636,5000.32,3836327,0.31,c1e3,90,6.04,2
Full Alpha-Beta,pos_44,opening,15,13156433,5000.12,2631286,0.21,c1e3,110,2.51,4
MTD(f),pos_44,opening,8,17625169,5000.42,3525033,0.56,c1e3,105,10.75,2
NegaScout,pos_44,opening,7,21639245,5000.75,4327849,0.20,c1e3,90,5.88,2
MCTS,pos_44,opening,20,8219867,5526.90,1487489,1003.91,d4d5,63,1.03,0
Classic MCTS,pos_44,opening,16,176355,5009.28,35207,1042.67,d4e5,4,1.04,1
Pure Alpha-Beta,pos_45,opening,8,23138510,5000.50,4627702,0.08,f1d3,10,7.57,4
Full Alpha-Beta,pos_45,opening,17,13766883,5000.36,2753376,0.09,f1g2,20,2.29,4
MTD(f),pos_45,opening,8,15548524,5000.63,3109704,0.26,f1d3,10,13.66,4
NegaScout,pos_45,opening,8,23531691,5000.93,4706338,0.13,f1d3,10,6.00,4
MCTS,pos_45,opening,20,8867254,5483.62,1617226,1002.47,d4e5,-15,1.10,0
Classic MCTS,pos_45,opening,16,153075,5007.08,30572,1003.48,d4e5,7,0.98,1
Pure Alpha-Beta,pos_46,opening,8,27443335,5000.90,5488667,0.03,d4e5,45,10.41,5
Full Alpha-Beta,pos_46,opening,18,14266647,5000.87,2853329,0.04,c1g5,45,2.37,5
MTD(f),pos_46,opening,8,14106677,5000.67,2821335,0.29,b1c3,45,10.04,2
NegaScout,pos_46,opening,8,25309249,5000.62,5061849,0.05,d4e5,45,6.90,5
MCTS,pos_46,opening,20,9509405,5483.78,1734343,1000.42,d4e5,28,1.14,0
Classic MCTS,pos_46,opening,16,172379,5010.32,34406,1037.86,g3g4,7,1.06,1
Pure Alpha-Beta,pos_47,opening,7,20910262,5000.70,4182052,0.04,f1d3,35,9.63,4
Full Alpha-Beta,pos_47,opening,16,13828293,5000.16,2765658,0.07,g1e2,35,2.64,4
MTD(f),pos_47,opening,8,15904895,5001.08,3180342,0.30,f1d3,41,9.99,3
NegaScout,pos_47,opening,7,22999167,5000.88,4599833,0.06,f1d3,35,8.23,4
MCTS,pos_47,opening,20,9590207,5515.36,1738931,1001.69,g1e2,-16,1.16,0
Classic MCTS,pos_47,opening,16,157065,5011.83,31344,1032.03,a1c1,1,0.99,2
Pure Alpha-Beta,pos_48,opening,7,24744033,5000.14,4948806,0.02,f3f4,113,12.41,2
Full Alpha-Beta,pos_48,opening,16,14712978,5001.42,2942007,0.02,h1g1,117,2.71,3
MTD(f),pos_48,opening,9,17268898,5001.29,3453088,0.21,b3a4,115,14.53,3
NegaScout,pos_48,opening,7,23969918,5000.43,4793983,0.02,f3f4,113,10.93,2
MCTS,pos_48,opening,20,6369150,5772.23,1103456,1000.32,h1g1,104,1.11,0
Classic MCTS,pos_48,opening,16,189738,5010.48,37871,1005.61,e1e2,8,1.06,1
Pure Alpha-Beta,pos_49,opening,8,26050632,5000.11,5210126,0.01,d1d3,-1,8.13,3
